ID,SPECIES,FAMILY,REFERENCE,,,
PD_0624,Otolemur_garnettii,Galagidae,Otolemur_garnettii,,,
PD_0625,Otolemur_crassicaudatus,Galagidae,Otolemur_garnettii,,,
PD_0626,Loris_tardigradus,Lorisidae,Loris_tardigradus,,,
PD_0627,Perodicticus_potto,Lorisidae,Nycticebus_pygmaeus,,,
PD_0628,Cephalopachus_bancanus,Tarsiidae,Carlito_syrichta,,,
PD_0629,Carlito_syrichta,Tarsiidae,Carlito_syrichta,,,
PD_0692,Papio_ursinus,Cercopithecidae,Macaca_mulatta,,,
PD_0693,Papio_ursinus,Cercopithecidae,Macaca_mulatta,,,
PD_0694,Papio_ursinus,Cercopithecidae,Macaca_mulatta,,,
PD_0695,Papio_ursinus,Cercopithecidae,Macaca_mulatta,,,
PD_0696,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0697,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0698,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0699,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0700,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0701,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0702,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0703,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0704,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0705,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0706,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0707,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0708,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0709,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0710,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0711,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0712,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0713,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0714,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0715,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0716,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0717,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0718,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0719,Papio_hamadryas,Cercopithecidae,Macaca_mulatta,,,
PD_0720,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0721,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0722,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0723,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0724,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0725,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0726,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0727,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0728,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0729,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0730,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0731,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0732,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0733,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0734,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0735,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0736,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0737,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0738,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0739,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0740,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0741,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0742,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0743,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0744,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0745,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0746,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0747,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0748,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0749,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0750,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0751,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0752,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0753,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0754,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0755,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0756,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0757,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0758,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0759,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0760,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0761,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0762,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0763,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0764,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0765,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0766,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0767,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0768,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0769,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0770,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0771,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0772,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0773,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0774,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0775,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0776,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0777,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0778,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0779,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0780,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0781,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0782,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0783,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0784,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0785,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0786,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0787,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0788,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0789,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0790,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0791,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0792,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0793,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0794,Aotus_vociferans,Aotidae,Aotus_nancymaae,,,
PD_0794_BAB,Papio_kindae,Cercopithecidae,Macaca_mulatta,,,
PD_0795,Aotus_vociferans,Aotidae,Aotus_nancymaae,,,
PD_0796,Aotus_vociferans,Aotidae,Aotus_nancymaae,,,
PD_0797,Aotus_vociferans,Aotidae,Aotus_nancymaae,,,
PD_0798,Aotus_azarae,Aotidae,Aotus_nancymaae,,,
PD_0799,Aotus_azarae,Aotidae,Aotus_nancymaae,,,
PD_0800,Aotus_azarae,Aotidae,Aotus_nancymaae,,,
PD_0801,Aotus_azarae,Aotidae,Aotus_nancymaae,,,
PD_0802,Aotus_griseimembra,Aotidae,Aotus_nancymaae,,,
PD_0803,Aotus_griseimembra,Aotidae,Aotus_nancymaae,,,
PD_0804,Aotus_griseimembra,Aotidae,Aotus_nancymaae,,,
PD_0805,Aotus_griseimembra,Aotidae,Aotus_nancymaae,,,
PD_0806,Aotus_azarae,Aotidae,Aotus_nancymaae,,,
PD_0807,Aotus_azarae,Aotidae,Aotus_nancymaae,,,
PD_0808,Aotus_azarae,Aotidae,Aotus_nancymaae,,,
PD_0809,Aotus_azarae,Aotidae,Aotus_nancymaae,,,
PD_0810,Aotus_azarae,Aotidae,Aotus_nancymaae,,,
PD_0811,Aotus_azarae,Aotidae,Aotus_nancymaae,,,
PD_0812,Aotus_azarae,Aotidae,Aotus_nancymaae,,,
PD_0813,Aotus_azarae,Aotidae,Aotus_nancymaae,,,
PD_0814,Aotus_azarae,Aotidae,Aotus_nancymaae,,,
PD_0815,Aotus_azarae,Aotidae,Aotus_nancymaae,,,
PD_0816,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0817,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0818,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0819,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0820,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0821,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0822,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0823,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0824,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0825,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0826,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0827,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0828,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0829,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0830,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0831,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0832,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0833,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0834,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0835,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0836,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0837,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0838,Macaca_fascicularis,Cercopithecidae,Macaca_mulatta,,,
PD_0839,Nycticebus_bengalensis,Lorisidae,Nycticebus_pygmaeus,,,
PD_0840,Leontopithecus_chrysomelas,Callitrichidae,Callithrix_jacchus,,,
PD_0841,Leontopithecus_chrysomelas,Callitrichidae,Callithrix_jacchus,,,
PD_0842,Nycticebus_bengalensis,Lorisidae,Nycticebus_pygmaeus,,,
PD_0843,Semnopithecus_vetulus,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0844,Leontopithecus_chrysomelas,Callitrichidae,Callithrix_jacchus,,,
PD_0845,Nycticebus_bengalensis,Lorisidae,Nycticebus_pygmaeus,,,
PD_0846,Nycticebus_bengalensis,Lorisidae,Nycticebus_pygmaeus,,,
PD_0847,Semnopithecus_vetulus,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0848,Rhinopithecus_roxellana,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0849,Trachypithecus_laotum,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0850,Trachypithecus_melamera,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0851,Trachypithecus_leucocephalus,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0852,Trachypithecus_hatinhensis,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0853,Trachypithecus_germaini,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0854,Indri_indri,Indriidae,Propithecus_coquereli,,,
PD_0855,Nycticebus_coucang,Lorisidae,Nycticebus_pygmaeus,,,
PD_0856,Macaca_nigra,Cercopithecidae,Macaca_mulatta,,,
PD_0857,Macaca_tonkeana,Cercopithecidae,Macaca_mulatta,,,
PD_0858,Macaca_nemestrina,Cercopithecidae,Macaca_mulatta,,,
SAMN04316321,Macaca_assamensis,Cercopithecidae,Macaca_mulatta,,,
PD_0860,Macaca_arctoides,Cercopithecidae,Macaca_mulatta,,,
PD_0861,Callithrix_jacchus,Callitrichidae,Callithrix_jacchus,,,
PD_0863,Callithrix_geoffroyi,Callitrichidae,Callithrix_jacchus,,,
PD_0865,Callithrix_kuhlii,Callitrichidae,Callithrix_jacchus,,,
PD_0867,Macaca_nemestrina,Cercopithecidae,Macaca_mulatta,,,
PD_0870,Macaca_nemestrina,Cercopithecidae,Macaca_mulatta,,,
PD_0872,Macaca_nemestrina,Cercopithecidae,Macaca_mulatta,,,
PD_0874,Macaca_nemestrina,Cercopithecidae,Macaca_mulatta,,,
PD_0876,Mandrillus_leucophaeus,Cercopithecidae,Mandrillus_sphinx,,,
PD_0879,Colobus_angolensis,Cercopithecidae,Colobus_guereza,,,
PD_0881,Rhinopithecus_bieti,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0883,Macaca_thibetana,Cercopithecidae,Macaca_mulatta,,,
SAMEA80831668,Nomascus_leucogenys,Hylobatidae,Nomascus_siki,,,SAMN02390221 PD_0883
SAMD00215312,Macaca_cyclopis,Cercopithecidae,Macaca_mulatta,,,SAMN02786331 PD_0881
SAMD00215311,Macaca_fuscata,Cercopithecidae,Macaca_mulatta,,,SAMN02922335 PD_0874
SAMN01920473,Gorilla_beringei,Hominidae,Gorilla_gorilla,,,SAMN02922336 PD_0872
SAMN01920474,Gorilla_beringei,Hominidae,Gorilla_gorilla,,,SAMN02922340 PD_0870
SAMN01920475,Gorilla_beringei,Hominidae,Gorilla_gorilla,,,SAMN03121813 PD_0876
SAMN01920476,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,SAMN03121814 PD_0879
SAMN01920477,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,SAMN03121842 PD_0867
SAMN01920478,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,SAMN03275522 PD_0865
SAMN01920479,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,SAMN03275523 PD_0863
SAMN01920480,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,SAMN03275524 PD_0861
SAMN01920481,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,SAMN04316319 PD_0860
SAMN01920482,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,SAMN07503410 PD_0858
SAMN01920483,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,SAMN07503429 PD_0857
SAMN01920484,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,SAMN07503430 PD_0856
SAMN01920485,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,SAMN07678091 PD_0854
SAMN01920486,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,SAMN07678100 PD_0855
SAMN01920487,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,SAMN09935379 PD_0853
SAMN01920488,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,SAMN09935380 PD_0852
SAMN01920489,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,SAMN09935392 PD_0851
SAMN01920490,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,SAMN10030725 PD_0850
SAMN01920491,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,SAMN11039125 PD_0848
SAMN01920492,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,SAMN12631734 PD_0849
SAMN01920493,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
SAMN01920494,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
SAMN01920495,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
SAMN01920496,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
SAMN01920497,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
SAMN01920498,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
SAMN01920499,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
SAMN01920500,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
SAMN01920501,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
SAMN01920502,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
SAMN01920503,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
SAMN01920504,Pan_paniscus,Hominidae,Pan_troglodytes,,,
SAMN01920505,Pan_paniscus,Hominidae,Pan_troglodytes,,,
SAMN01920506,Pan_paniscus,Hominidae,Pan_troglodytes,,,
SAMN01920507,Pan_paniscus,Hominidae,Pan_troglodytes,,,
SAMN01920508,Pan_paniscus,Hominidae,Pan_troglodytes,,,
SAMN01920509,Pan_paniscus,Hominidae,Pan_troglodytes,,,
SAMN01920510,Pan_paniscus,Hominidae,Pan_troglodytes,,,
SAMN01920511,Pan_paniscus,Hominidae,Pan_troglodytes,,,
SAMN01920512,Pan_paniscus,Hominidae,Pan_troglodytes,,,
SAMN01920513,Pan_paniscus,Hominidae,Pan_troglodytes,,,
SAMN01920514,Pan_paniscus,Hominidae,Pan_troglodytes,,,
SAMN01920515,Pan_paniscus,Hominidae,Pan_troglodytes,,,
SAMN01920516,Pan_paniscus,Hominidae,Pan_troglodytes,,,
SAMN01920517,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920518,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920519,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920520,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920521,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920522,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920523,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920524,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920525,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920526,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920527,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920528,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920529,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920530,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920531,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920532,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920533,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920534,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920535,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920536,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920537,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920538,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920539,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920540,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920541,Pan_troglodytes,Hominidae,Pan_troglodytes,,,
SAMN01920542,Pongo_abelii,Hominidae,Pongo_abelii,,,
SAMN01920543,Pongo_abelii,Hominidae,Pongo_abelii,,,
SAMN01920544,Pongo_abelii,Hominidae,Pongo_abelii,,,
SAMN01920545,Pongo_abelii,Hominidae,Pongo_abelii,,,
SAMN01920546,Pongo_abelii,Hominidae,Pongo_abelii,,,
SAMN01920547,Pongo_pygmaeus,Hominidae,Pongo_pygmaeus,,,
SAMN01920548,Pongo_pygmaeus,Hominidae,Pongo_pygmaeus,,,
SAMN01920549,Pongo_pygmaeus,Hominidae,Pongo_pygmaeus,,,
SAMN01920550,Pongo_pygmaeus,Hominidae,Pongo_pygmaeus,,,
SAMN01920551,Pongo_pygmaeus,Hominidae,Pongo_pygmaeus,,,